Timestamp,Method,URL,StatusCode,DurationMs,UserId
2026-05-15T08:09:43.000+0000,GET,https://api.example.com/v2/analytics/reports?format=json&includeCharts=true,400,417.92,005RTflsXcnpSh5usn
2026-05-15T08:12:50.000+0000,PATCH,https://api.example.com/v1/opportunities/0065g00000XYZ789,201,1902.4,005YSkPYKH92eTDI71
2026-05-15T08:27:57.000+0000,GET,https://api.example.com/v1/products?category=Hardware&active=true&limit=50,200,2697.78,005kF1oE7O8QveX6vK
2026-05-15T08:28:28.000+0000,GET,https://api.example.com/v2/analytics/reports?format=json&includeCharts=true,201,2089.22,005vv0p3OISwzB0K7O
2026-05-15T08:29:40.000+0000,POST,https://api.sendgrid.com/v3/mail/send,200,2481.41,0052R0Nu40Vdfhf8Wx
2026-05-15T08:34:57.000+0000,POST,https://api.sendgrid.com/v3/mail/send,200,2088.57,005Ynmcy3aKWRusKd7
2026-05-15T08:36:19.000+0000,GET,https://api.example.com/v1/contacts?accountId=0015g00000ABC123&includeDetails=true,502,19274.6,0057Nwy9FZj5gdDxak
2026-05-15T08:38:30.000+0000,GET,https://api.example.com/v1/products?category=Hardware&active=true&limit=50,200,255.11,005sv0pc1vcFLoaN0b
2026-05-15T08:38:44.000+0000,POST,https://api.example.com/v1/opportunities,304,2934.26,0059ZjeX4gjnKN1Hhw
2026-05-15T08:40:49.000+0000,POST,https://api.example.com/v1/accounts,200,2515.46,005Ynmcy3aKWRusKd7
2026-05-15T08:51:51.000+0000,GET,https://api.example.com/v2/analytics/reports?format=json&includeCharts=true,301,1439.42,0059ZjeX4gjnKN1Hhw
2026-05-15T08:53:31.000+0000,GET,https://api.example.com/v1/products?category=Software&active=true,204,1464.7,005YSkPYKH92eTDI71
2026-05-15T08:57:12.000+0000,GET,https://api.example.com/v1/contacts?accountId=0015g00000DEF456&includeDetails=true&page=2,200,2776.13,005kF1oE7O8QveX6vK
2026-05-15T09:01:06.000+0000,PATCH,https://api.example.com/v1/opportunities/0065g00000XYZ789,200,1367.85,005xP5oa2wEPwyaZJD
2026-05-15T09:04:05.000+0000,GET,https://api.example.com/v1/contacts?accountId=0015g00000ABC123&includeDetails=true,404,222.58,005jrXrm7gORxxNbqo
2026-05-15T09:07:32.000+0000,GET,https://api.stripe.com/v1/customers/cus_ABC123XYZ,200,2748.01,005oQP42Bw2i8t9kPl
2026-05-15T09:07:33.000+0000,GET,https://api.example.com/v2/analytics/reports/00O5g00000ABC123,204,1482.16,005dlwLliEa1vL7Ear
2026-05-15T09:07:50.000+0000,POST,https://api.example.com/v1/accounts/0015g00000ABC123,200,1947.01,005vCVTe9TzXV0p77O
